Data,Temperatura,Wilogtność powietrza,Prędkość wiatru,Zachmurzenie
2019-12-09,4.73,32.46,1.92,6.65
2019-12-10,1.89,32.96,2.07,6.23
2019-12-11,-2.1,32.98,1.33,4.21
2019-12-12,-0.72,32.77,1.43,5.75
2019-12-13,1.94,33.66,3.08,6.62
2019-12-14,2.85,33.63,2.28,6.77
2019-12-15,4.79,30.48,2.63,6.11
2019-12-16,4.6,33.3,1.65,5.43
2019-12-17,5.34,33.67,1.67,5.25
2019-12-18,7.18,31.53,1.78,4.13
2019-12-19,3.63,35.74,1.26,5.42
2019-12-20,7.02,31.03,2.56,3.29
2019-12-21,7.45,32.61,1.91,6.75
2019-12-22,5.34,36.7,1.2,7.25
2019-12-23,4.11,36.97,1.68,7.97
2019-12-24,3.92,35.75,2.28,7.58
2019-12-25,2.8,36.33,0.84,7.76
2019-12-26,2.37,35.9,2.08,7.67
2019-12-27,1.09,35.37,2.03,7.44
2019-12-28,-0.77,33.18,2.72,7.75
2019-12-29,-2.28,32.89,1.4,7.12
2019-12-30,-0.5,28.07,1.95,6.86
2019-12-31,2.96,29.85,3.41,5.98
2020-01-01,0.73,33.58,2.31,5.44
2020-01-02,-0.8,30.49,1.48,4.03
2020-01-03,-0.48,31.07,1.97,4.38
2020-01-04,1.9,33.8,3.08,7.55
2020-01-05,-0.54,32.94,2.66,5.52
2020-01-06,-2.12,34.82,1.27,6.58
2020-01-07,-1.96,33.62,1.08,4.34
2020-01-08,0.56,34.25,2.04,6.05
2020-01-09,2.96,37.15,1.64,7.69
2020-01-10,4.08,34.26,1.93,6.78
2020-01-11,3.59,35.3,2.2,7.71
2020-01-12,1.67,32.96,2.06,4.48
2020-01-13,2.14,33.75,1.83,6.85
2020-01-14,1.21,33.58,1.93,4.51
2020-01-15,2.57,28.98,2.05,3.17
2020-01-16,1.62,33.16,1.11,3.87
2020-01-17,0.3,35.2,1.66,4.85
2020-01-18,1.11,33.9,1.18,6.25
2020-01-19,0.76,36.69,0.81,7.49
2020-01-20,1.0,34.43,1.56,6.64
2020-01-21,0.49,30.48,2.47,3.27
2020-01-22,0.79,32.07,2.95,6.01
2020-01-23,-0.08,32.47,1.89,4.72
2020-01-24,-0.94,31.0,2.12,3.27
2020-01-25,-1.11,33.79,1.57,4.9
2020-01-26,-1.28,33.84,1.13,5.78
2020-01-27,0.04,32.84,0.98,5.01
2020-01-28,1.29,33.18,2.22,7.16
2020-01-29,1.66,30.8,3.01,6.83
2020-01-30,2.29,33.69,2.86,7.46
2020-01-31,4.88,34.7,2.94,7.41
2020-02-01,7.65,34.09,2.42,6.46
2020-02-02,6.04,31.18,3.4,6.61
2020-02-03,4.18,33.91,2.11,6.84
2020-02-04,2.77,35.39,1.87,7.61
2020-02-05,-0.59,31.3,2.71,4.43
2020-02-06,-0.39,34.6,2.72,7.13
2020-02-07,-0.68,32.6,1.43,4.56
2020-02-08,-2.1,29.68,1.27,2.02
2020-02-09,0.68,29.05,2.44,2.52
2020-02-10,4.9,29.95,4.52,6.92
2020-02-11,2.82,29.72,3.8,6.83
2020-02-12,1.82,27.76,3.94,6.46
2020-02-13,1.7,27.48,2.61,4.06
2020-02-14,1.93,33.66,1.4,7.05
2020-02-15,1.6,32.63,1.4,5.08
2020-02-16,4.79,26.79,2.95,6.08
2020-02-17,8.25,25.23,2.55,6.19
2020-02-18,5.32,31.4,2.53,6.03
2020-02-19,3.21,30.83,1.99,5.42
2020-02-20,2.25,33.71,1.55,5.68
2020-02-21,1.58,32.99,2.52,6.76
2020-02-22,3.32,29.39,3.13,5.74
2020-02-23,5.61,32.61,3.12,7.38
2020-02-24,3.31,32.66,3.1,6.43
2020-02-25,4.91,34.3,2.36,6.98
2020-02-26,4.01,34.17,1.92,6.92
2020-02-27,1.13,33.07,1.97,5.8
2020-02-28,0.38,34.54,1.66,6.36
2020-02-29,1.99,30.57,2.74,6.66
2020-03-01,5.09,31.36,2.13,6.33
2020-03-02,4.41,35.01,1.94,6.37
2020-03-03,5.99,32.97,1.97,7.18
2020-03-04,3.88,34.12,1.66,7.09
2020-03-05,1.92,31.62,1.3,3.03
2020-03-06,3.17,31.35,2.55,7.17
2020-03-07,4.32,34.22,1.82,7.06
2020-03-08,3.53,33.84,1.39,6.18
2020-03-09,2.68,31.77,1.04,4.51
2020-03-10,4.01,32.78,1.54,4.93
2020-03-11,7.03,32.6,3.25,5.63
2020-03-12,8.78,30.79,3.94,5.52
2020-03-13,5.4,27.51,2.56,4.89
2020-03-14,1.47,26.27,2.53,3.9
2020-03-15,-0.46,24.0,1.45,1.66
2020-03-16,3.86,19.67,2.46,3.33
2020-03-17,5.72,27.85,1.29,2.4
2020-03-18,8.04,28.3,1.49,3.71
2020-03-19,8.18,29.86,1.37,4.63
2020-03-20,6.79,31.06,0.97,6.85
2020-03-21,2.86,31.02,2.4,6.63
2020-03-22,-1.85,27.08,2.65,4.33
2020-03-23,-2.26,25.49,2.12,4.37
2020-03-24,-2.1,23.47,1.85,1.38
2020-03-25,-0.31,21.07,2.08,1.44
2020-03-26,3.51,21.59,1.98,4.23
2020-03-27,6.04,21.85,1.72,2.49
2020-03-28,6.1,24.42,1.1,2.52
2020-03-29,4.55,28.34,2.36,6.31
2020-03-30,-0.39,27.4,2.24,4.94
2020-03-31,-1.32,28.4,1.29,4.12
2020-04-01,0.4,27.28,2.02,3.06
2020-04-02,3.42,24.15,2.16,3.92
2020-04-03,4.76,22.84,2.74,4.22
2020-04-04,3.93,25.11,1.32,2.49
2020-04-05,4.77,23.0,1.25,1.08
2020-04-06,8.36,18.12,1.72,1.18
2020-04-07,9.93,18.78,1.45,1.12
2020-04-08,9.32,22.15,0.84,1.29
2020-04-09,10.27,20.29,2.02,2.31
2020-04-10,7.81,23.71,1.55,2.78
2020-04-11,6.18,22.57,1.1,1.39
2020-04-12,9.42,18.91,1.55,1.55
2020-04-13,9.66,24.65,2.93,6.08
2020-04-14,2.87,24.32,2.58,4.97
2020-04-15,5.0,24.73,2.95,5.63
2020-04-16,10.18,19.37,3.17,3.03
2020-04-17,8.43,22.77,1.89,3.52
2020-04-18,6.47,20.36,1.32,1.9
2020-04-19,5.72,21.53,1.86,3.57
2020-04-20,5.43,23.6,1.54,1.71
2020-04-21,6.69,22.16,1.82,1.72
2020-04-22,7.74,23.48,1.31,2.21
2020-04-23,9.41,23.2,1.16,1.5
2020-04-24,11.26,20.58,1.62,4.25
2020-04-25,9.67,25.21,2.83,6.29
2020-04-26,7.7,23.96,1.31,5.22
2020-04-27,10.26,20.96,1.13,2.61
2020-04-28,12.93,20.63,1.74,3.48
2020-04-29,12.11,28.36,1.88,6.04
2020-04-30,11.28,30.87,1.5,5.11
2020-05-01,10.81,31.3,1.73,6.64
2020-05-02,10.28,30.92,1.52,5.44
2020-05-03,8.5,31.27,2.05,6.45
2020-05-04,9.26,28.6,1.1,5.11
2020-05-05,7.22,31.26,1.86,6.19
2020-05-06,6.48,32.08,3.39,7.07
2020-05-07,8.12,26.47,2.59,4.37
2020-05-08,10.61,25.05,1.41,2.61
2020-05-09,12.28,23.16,1.17,2.55
2020-05-10,14.71,22.69,1.64,4.92
2020-05-11,15.28,25.71,2.67,5.29
2020-05-12,6.04,28.07,2.34,5.66
2020-05-13,6.25,26.32,1.66,6.08
2020-05-14,7.41,31.2,1.29,6.1
2020-05-15,6.63,29.46,1.15,5.94
2020-05-16,9.39,25.5,2.09,3.92
2020-05-17,10.45,25.66,2.06,4.75
2020-05-18,12.14,25.99,2.15,4.16
2020-05-19,14.06,27.34,2.27,4.95
2020-05-20,11.41,25.09,2.12,3.52
2020-05-21,8.96,21.61,2.32,2.75
2020-05-22,9.0,21.13,1.81,3.41
2020-05-23,10.9,24.93,1.09,6.68
2020-05-24,11.13,30.87,2.61,6.52
2020-05-25,10.26,32.94,1.51,6.69
2020-05-26,11.0,32.16,1.74,6.19
2020-05-27,12.33,29.34,1.57,5.38
2020-05-28,12.37,28.47,1.77,5.85
2020-05-29,11.77,26.47,2.34,5.09
2020-05-30,10.0,29.8,2.58,7.06
2020-05-31,11.97,30.74,2.51,6.48
2020-06-01,13.24,23.32,2.48,3.63
2020-06-02,11.89,26.51,1.9,4.92
2020-06-03,11.7,28.25,1.29,4.27
2020-06-04,13.49,26.82,1.49,4.39
2020-06-05,15.29,30.15,2.32,7.1
2020-06-06,16.73,25.32,2.11,3.65
2020-06-07,18.01,29.25,1.33,6.01
2020-06-08,16.07,33.3,1.55,7.05
2020-06-09,14.36,33.59,1.43,6.98
2020-06-10,15.96,33.43,1.14,7.15
2020-06-11,17.86,32.74,1.01,6.16
2020-06-12,20.2,30.53,1.23,4.36
2020-06-13,21.47,28.87,1.89,3.59
2020-06-14,17.61,30.39,2.08,6.01
2020-06-15,15.73,30.25,1.11,6.05
2020-06-16,16.45,29.84,1.16,6.08
2020-06-17,18.42,30.46,1.44,6.14
2020-06-18,18.74,32.83,1.11,6.56
2020-06-19,18.0,33.1,1.24,6.89
2020-06-20,17.66,34.77,1.03,7.44
2020-06-21,17.59,33.39,1.64,7.43
2020-06-22,17.75,34.56,2.09,7.04
2020-06-23,16.29,31.41,2.13,5.66
2020-06-24,16.54,32.59,1.67,6.41
2020-06-25,19.28,29.7,1.56,4.76
2020-06-26,19.94,28.88,2.01,5.12
2020-06-27,20.57,28.84,1.66,4.73
2020-06-28,21.66,28.21,1.49,3.67
2020-06-29,19.23,32.33,1.36,5.93
2020-06-30,18.14,26.41,2.19,3.34
2020-07-01,20.36,24.67,1.84,2.74
2020-07-02,19.94,31.39,1.44,6.07
2020-07-03,18.5,32.32,1.25,6.27
2020-07-04,18.95,27.24,1.28,3.45
2020-07-05,20.71,25.75,1.56,3.21
2020-07-06,19.8,28.06,1.92,4.44
2020-07-07,14.41,27.71,2.03,5.33
2020-07-08,13.43,29.3,1.65,6.34
2020-07-09,15.64,30.5,1.08,6.24
2020-07-10,21.02,26.97,2.15,3.84
2020-07-11,16.21,31.34,1.91,6.62
2020-07-12,13.52,29.69,1.53,5.26
2020-07-13,13.38,29.96,1.29,6.38
2020-07-14,15.35,27.0,0.88,2.97
2020-07-15,17.03,25.88,0.88,3.56
2020-07-16,15.65,32.38,1.25,6.57
2020-07-17,15.26,32.12,0.98,6.34
2020-07-18,18.06,29.94,1.26,5.43
2020-07-19,19.15,29.28,1.14,5.11
2020-07-20,18.84,29.75,1.23,5.01
2020-07-21,17.26,29.34,1.68,4.38
2020-07-22,16.09,25.47,1.51,3.31
2020-07-23,15.44,27.03,1.09,5.21
2020-07-24,17.25,25.88,1.19,4.4
2020-07-25,18.82,26.63,1.24,4.13
2020-07-26,19.42,26.52,1.08,4.45
2020-07-27,19.37,29.71,0.9,5.05
2020-07-28,21.54,26.34,1.75,3.56
2020-07-29,20.57,27.61,1.67,4.22
2020-07-30,18.34,24.18,1.7,2.53
2020-07-31,16.98,26.16,1.76,3.71
2020-08-01,16.45,28.24,1.38,2.76
2020-08-02,17.55,26.19,0.94,3.86
2020-08-03,18.41,28.7,1.16,5.97
2020-08-04,17.67,33.11,1.63,7.19
2020-08-05,16.75,31.78,1.27,5.75
2020-08-06,19.65,27.7,1.31,3.06
2020-08-07,21.64,26.47,1.23,2.39
2020-08-08,22.19,26.19,1.01,1.88
2020-08-09,21.82,27.81,1.14,2.88
2020-08-10,21.04,27.93,1.25,3.09
2020-08-11,20.23,27.63,1.28,3.12
2020-08-12,18.37,25.69,1.17,1.34
2020-08-13,18.47,24.85,0.9,2.08
2020-08-14,19.28,24.83,1.11,3.69
2020-08-15,19.51,24.9,1.36,3.66
2020-08-16,18.9,24.81,1.29,3.2
2020-08-17,19.67,28.48,1.33,5.17
2020-08-18,18.69,33.26,1.01,6.86
2020-08-19,17.99,34.05,1.27,6.7
2020-08-20,18.74,30.93,1.23,3.7
2020-08-21,20.24,26.9,1.01,2.14
2020-08-22,21.48,28.04,1.38,3.89
2020-08-23,18.96,33.22,1.12,6.44
2020-08-24,17.19,29.86,1.35,4.83
2020-08-25,16.11,30.07,1.51,4.55
2020-08-26,16.63,28.88,2.42,5.39
2020-08-27,16.21,30.19,2.98,6.57
2020-08-28,15.17,30.56,1.42,4.06
2020-08-29,18.22,30.88,1.56,5.31
2020-08-30,19.37,31.09,1.87,4.93
2020-08-31,16.93,32.09,2.15,5.85
2020-09-01,13.32,36.26,1.68,7.43
2020-09-02,13.33,35.23,1.39,6.61
2020-09-03,13.52,32.1,1.31,4.61
2020-09-04,14.77,32.06,1.3,5.12
2020-09-05,17.42,32.99,1.24,4.66
2020-09-06,14.98,34.69,1.12,6.6
2020-09-07,12.57,34.72,1.05,6.16
2020-09-08,12.72,30.7,1.76,4.0
2020-09-09,15.61,30.64,1.58,2.94
2020-09-10,14.56,31.78,1.63,4.94
2020-09-11,12.73,31.79,0.8,3.14
2020-09-12,14.93,31.32,0.97,2.51
2020-09-13,15.93,31.53,1.3,3.99
2020-09-14,16.66,31.82,0.98,2.03
2020-09-15,17.43,31.74,0.91,2.24
2020-09-16,18.42,31.16,1.22,3.42
2020-09-17,14.49,31.12,2.0,5.64
2020-09-18,9.11,31.1,1.24,2.05
2020-09-19,9.92,31.46,0.77,3.08
2020-09-20,11.45,31.7,0.86,3.65
2020-09-21,12.3,31.29,0.77,1.74
2020-09-22,14.12,30.36,1.09,1.83
2020-09-23,15.44,30.17,1.29,3.07
2020-09-24,16.0,32.53,1.19,4.98
2020-09-25,15.55,33.28,1.99,6.16
2020-09-26,14.86,34.03,2.4,7.5
2020-09-27,10.45,34.09,1.87,6.55
2020-09-28,9.43,34.29,1.33,6.26
2020-09-29,11.63,35.86,1.28,7.45
2020-09-30,11.68,36.77,1.92,7.43
2020-10-01,11.67,36.56,1.08,7.75
2020-10-02,12.65,36.0,1.77,7.04
2020-10-03,16.14,30.52,2.98,5.4
2020-10-04,15.62,30.72,2.46,4.25
2020-10-05,12.73,31.84,1.75,4.93
2020-10-06,11.59,31.18,1.39,3.76
2020-10-07,11.2,32.74,0.99,6.15
2020-10-08,10.11,35.68,1.31,6.17
2020-10-09,10.65,34.74,1.12,5.57
2020-10-10,11.56,34.88,0.94,6.86
2020-10-11,8.89,35.97,1.09,6.81
2020-10-12,6.97,37.14,1.25,7.55
2020-10-13,5.78,37.66,1.65,7.91
2020-10-14,6.62,35.74,2.32,7.66
2020-10-15,6.79,36.47,1.12,7.07
2020-10-16,6.04,37.08,1.06,7.66
2020-10-17,5.68,37.05,1.0,7.65
2020-10-18,5.79,34.83,2.25,7.06
2020-10-19,6.25,33.98,1.54,6.28
2020-10-20,5.86,33.26,1.7,4.1
2020-10-21,9.24,31.81,1.93,6.72
2020-10-22,11.59,30.66,1.78,3.65
2020-10-23,10.34,34.8,1.17,6.05
2020-10-24,10.8,35.97,1.36,5.85
2020-10-25,8.95,36.75,1.17,5.96
2020-10-26,10.81,34.76,2.03,5.66
2020-10-27,11.27,34.25,1.46,4.92
2020-10-28,8.88,35.11,1.22,4.69
2020-10-29,8.7,34.33,1.6,6.71
2020-10-30,7.06,35.11,1.34,6.98
2020-10-31,6.46,36.64,0.97,5.82
2020-11-01,5.58,36.16,1.18,5.74
2020-11-02,8.9,37.36,1.6,7.66
2020-11-03,11.34,36.54,0.91,7.15
2020-11-04,9.15,35.54,1.45,7.25
2020-11-05,4.95,35.59,1.85,4.79
2020-11-06,6.05,36.11,1.89,6.7
2020-11-07,6.95,36.97,1.19,5.57
2020-11-08,5.78,35.28,0.99,4.31
2020-11-09,4.46,36.3,0.96,6.22
2020-11-10,4.07,35.79,1.12,7.14
2020-11-11,3.9,35.44,0.97,7.42
2020-11-12,4.13,35.67,1.12,7.54
2020-11-13,5.02,35.2,1.16,7.0
2020-11-14,5.9,36.21,1.43,7.27
2020-11-15,6.71,35.62,1.48,4.59
2020-11-16,5.86,35.59,1.65,6.06
2020-11-17,7.04,35.78,1.21,6.78
2020-11-18,6.85,35.55,1.44,4.9
2020-11-19,6.79,32.88,2.97,4.95
2020-11-20,2.64,32.84,2.2,5.01
2020-11-21,-0.63,34.96,1.59,4.67
2020-11-22,2.44,29.77,2.68,5.43
2020-11-23,3.83,33.73,2.56,7.05
2020-11-24,3.32,34.01,1.97,4.54
2020-11-25,0.51,34.65,1.55,2.89
2020-11-26,-0.93,36.33,1.62,5.03
2020-11-27,1.45,37.06,1.42,7.25
2020-11-28,1.0,36.74,1.32,7.38
2020-11-29,-0.18,37.5,0.85,7.67
2020-11-30,-1.2,36.24,1.1,7.15
2020-12-01,-2.11,34.31,1.42,4.06
2020-12-02,-4.41,33.05,1.51,4.7
2020-12-03,-2.27,34.59,2.0,5.96
2020-12-04,2.8,33.27,3.01,6.09
2020-12-05,6.52,32.41,3.15,5.38
2020-12-06,5.72,33.25,3.75,5.42
2020-12-07,2.45,31.82,3.4,6.03
2020-12-08,0.1,34.49,2.61,6.04
2020-12-09,-1.49,35.08,2.49,6.19
2020-12-10,-1.48,36.78,1.9,7.8
2020-12-11,0.01,37.69,1.23,7.04
2020-12-12,0.39,37.6,1.85,6.76
2020-12-13,-0.09,38.02,0.82,7.58
2020-12-14,0.28,37.74,0.98,6.96
2020-12-15,0.18,36.39,1.68,5.63
2020-12-16,1.7,36.44,1.11,6.76
2020-12-17,2.28,36.49,1.33,6.47
2020-12-18,2.56,37.03,1.29,6.83
2020-12-19,0.8,37.49,1.38,5.84
2020-12-20,-0.05,37.29,1.55,6.16
2020-12-21,0.46,36.27,1.28,6.57
2020-12-22,2.6,36.04,2.51,7.63
2020-12-23,4.66,36.16,1.33,7.33
2020-12-24,5.43,36.12,2.03,7.24
2020-12-25,2.24,35.36,1.77,7.63
2020-12-26,-0.66,33.32,2.03,6.24
2020-12-27,-2.15,31.81,2.69,3.38
2020-12-28,2.74,33.57,3.4,6.87
2020-12-29,4.83,32.6,3.07,6.0
2020-12-30,2.75,36.37,1.19,6.56
2020-12-31,0.98,37.92,0.9,6.86
2021-01-01,-0.77,39.43,1.14,6.1
2021-01-02,0.62,38.04,1.45,6.41
2021-01-03,1.37,38.39,2.05,7.08
2021-01-04,1.62,39.92,1.48,6.74
2021-01-05,1.58,40.62,1.83,7.92
2021-01-06,0.88,39.6,1.38,7.07
2021-01-07,0.08,39.5,1.36,7.52
2021-01-08,-0.74,38.76,1.14,6.72
2021-01-09,-1.12,38.74,1.5,7.2
2021-01-10,-1.92,38.03,0.99,6.15
2021-01-11,-3.23,36.57,1.39,4.35
2021-01-12,-2.76,35.73,2.22,5.6
2021-01-13,-1.13,38.73,2.04,7.72
2021-01-14,-2.42,38.55,1.55,7.68
2021-01-15,-5.82,35.35,1.82,6.98
2021-01-16,-7.46,35.86,2.19,7.54
2021-01-17,-11.41,32.56,1.08,5.62
2021-01-18,-14.09,33.21,0.96,4.7
2021-01-19,-6.96,36.27,2.0,7.52
2021-01-20,-0.01,37.5,2.25,6.61
2021-01-21,2.37,34.38,2.53,4.15
2021-01-22,4.53,33.68,2.75,5.72
2021-01-23,4.29,36.55,2.54,6.95
2021-01-24,1.88,39.47,1.31,7.04
2021-01-25,-0.34,39.3,1.73,7.72
2021-01-26,-1.08,37.65,2.61,7.11
2021-01-27,-1.76,36.98,2.13,7.32
2021-01-28,-2.48,36.07,1.82,6.02
2021-01-29,-2.28,36.48,1.61,6.69
2021-01-30,-2.37,36.05,1.81,7.43
2021-01-31,-6.11,33.0,1.22,3.81
