Data,Temperatura,Wilogtność powietrza,Prędkość wiatru,Zachmurzenie,Dobowa prognoza zapotrzebowania KSE,Rzeczywiste zapotrzebowanie KSE
2019-09-18,8.63,29.16,2.87,5.34,19970.83,19536.56
2019-09-19,7.62,31.65,1.77,5.42,20027.08,19758.37
2019-09-20,7.39,30.83,1.39,5.51,20020.83,19863.04
2019-09-21,9.86,31.21,1.35,3.76,17637.5,17703.76
2019-09-22,11.19,30.27,0.99,2.09,15483.33,15488.41
2019-09-23,10.15,31.46,1.28,4.61,19397.92,19299.52
2019-09-24,9.73,32.7,1.1,4.95,20122.92,20092.06
2019-09-25,11.18,32.78,1.13,7.46,20508.33,20470.61
2019-09-26,12.51,32.76,1.0,6.16,20508.33,20476.62
2019-09-27,12.71,33.54,1.2,5.85,20441.67,20232.94
2019-09-28,13.68,32.64,1.65,5.79,18354.17,17909.75
2019-09-29,13.2,30.77,2.14,5.39,15250.0,16018.55
2019-09-30,14.14,30.91,3.63,6.3,20187.5,19399.36
2019-10-01,12.5,29.29,2.39,4.31,20658.33,20056.62
2019-10-02,13.06,31.7,1.63,6.61,20787.5,20490.26
2019-10-03,7.81,33.31,1.38,6.16,20691.67,20440.49
2019-10-04,7.23,33.12,0.78,6.78,20960.83,20521.99
2019-10-05,6.87,34.21,1.38,7.37,18645.83,18286.84
2019-10-06,3.89,32.89,1.18,5.73,16277.08,16317.98
2019-10-07,2.29,31.49,0.91,4.38,20370.83,20373.63
2019-10-08,4.4,30.33,2.17,6.25,21172.92,21131.22
2019-10-09,10.03,33.49,1.76,7.14,20989.58,20973.26
2019-10-10,9.8,32.1,2.39,5.88,21254.17,20754.22
2019-10-11,9.48,30.77,2.41,4.71,21029.17,20455.07
2019-10-12,13.15,27.33,2.41,3.54,18241.67,18057.77
2019-10-13,13.58,29.68,1.43,2.84,16145.83,15949.26
2019-10-14,14.16,29.59,1.3,1.72,20091.67,19595.22
2019-10-15,14.19,29.93,1.8,2.91,20581.25,20151.44
2019-10-16,13.37,29.86,2.23,4.22,20750.0,20328.53
2019-10-17,10.95,30.13,1.2,3.34,20687.5,20230.03
2019-10-18,11.12,31.07,1.18,3.52,20762.5,20169.93
2019-10-19,11.01,32.15,1.17,4.7,18533.33,17966.74
2019-10-20,12.58,31.58,1.52,2.62,16266.67,15870.54
2019-10-21,12.8,31.62,0.79,2.73,20131.25,19774.71
2019-10-22,11.99,33.41,0.71,3.46,20650.0,20401.11
2019-10-23,11.13,34.58,0.88,4.63,20706.25,20585.69
2019-10-24,12.3,32.14,1.51,3.99,20683.33,20585.99
2019-10-25,10.92,31.89,1.2,3.24,20741.67,20444.73
2019-10-26,11.04,31.75,1.55,3.89,18562.5,18103.65
2019-10-27,11.81,28.73,2.18,4.17,16704.0,16299.21
2019-10-28,6.47,33.47,1.69,6.05,20908.33,20159.07
2019-10-29,3.93,33.99,1.12,6.16,21516.67,21073.27
2019-10-30,1.58,33.0,1.04,4.42,21291.67,21184.96
2019-10-31,-0.28,32.39,0.89,3.79,21354.17,20836.91
2019-11-01,0.62,31.48,1.43,3.83,16058.33,15665.11
2019-11-02,5.47,30.84,2.52,6.98,17425.0,16869.85
2019-11-03,9.59,32.59,2.32,5.99,16483.33,15965.9
2019-11-04,11.14,34.33,1.95,7.21,20491.67,20289.42
2019-11-05,8.42,34.07,1.57,6.68,21195.83,21022.08
2019-11-06,6.84,33.66,1.51,6.03,21372.92,21050.77
2019-11-07,5.41,34.59,0.77,5.59,21470.83,21081.44
2019-11-08,4.77,35.49,1.36,6.28,21254.17,21089.84
2019-11-09,7.76,35.07,1.37,6.94,18860.42,18812.3
2019-11-10,5.82,35.9,1.11,7.51,16010.42,16529.5
2019-11-11,3.86,35.04,1.4,6.01,15829.17,16606.89
2019-11-12,5.72,33.8,1.96,7.09,20164.58,20587.35
2019-11-13,9.17,33.49,2.01,6.99,21077.08,21316.91
2019-11-14,5.84,35.08,1.19,6.63,21579.17,21316.67
2019-11-15,7.02,35.79,2.04,6.8,21495.83,21243.0
2019-11-16,9.64,32.28,2.45,5.61,19085.42,18724.81
2019-11-17,8.4,34.02,1.97,5.16,16922.92,16451.0
2019-11-18,8.91,32.98,2.34,5.73,20904.17,20400.26
2019-11-19,5.98,31.98,1.49,3.99,21366.67,20960.97
2019-11-20,5.53,35.59,1.79,6.67,21537.5,21315.13
2019-11-21,7.13,34.9,3.07,7.52,21575.0,21426.98
2019-11-22,4.48,33.47,2.56,6.39,21712.5,21368.31
2019-11-23,2.06,32.76,2.55,4.83,19770.83,19239.37
2019-11-24,2.25,34.5,2.11,5.21,17933.33,17398.56
2019-11-25,2.14,35.29,1.36,6.06,21733.33,21432.05
2019-11-26,2.28,36.41,1.36,6.89,22270.83,22059.89
2019-11-27,4.08,34.98,2.12,6.43,21895.83,21842.18
2019-11-28,6.3,33.98,1.58,6.61,21954.17,21669.31
2019-11-29,5.87,32.08,2.72,6.9,22025.0,21496.59
2019-11-30,0.84,31.65,2.38,5.04,19879.17,19364.47
2019-12-01,-1.2,33.89,1.2,5.33,17395.83,17338.01
2019-12-02,-0.24,32.86,1.81,7.38,22037.5,21517.4
2019-12-03,-1.3,34.76,1.53,5.51,22387.5,22287.76
2019-12-04,-1.02,33.43,1.78,5.88,22720.83,22030.35
2019-12-05,-1.02,30.7,1.91,2.02,22577.08,22083.11
2019-12-06,-1.35,31.14,2.47,3.56,22650.0,22178.39
2019-12-07,1.65,33.07,2.81,6.69,20233.33,19816.15
2019-12-08,4.61,31.8,2.77,6.44,17260.42,17348.03
2019-12-09,4.73,32.46,1.92,6.65,21762.5,21316.03
2019-12-10,1.89,32.96,2.07,6.23,22393.75,22094.84
2019-12-11,-2.1,32.98,1.33,4.21,22662.5,22387.13
2019-12-12,-0.72,32.77,1.43,5.75,22850.0,22519.95
2019-12-13,1.94,33.66,3.08,6.62,22700.0,22142.54
2019-12-14,2.85,33.63,2.28,6.77,20475.0,19735.42
2019-12-15,4.79,30.48,2.63,6.11,17497.92,17824.88
2019-12-16,4.6,33.3,1.65,5.43,21937.5,21188.11
2019-12-17,5.34,33.67,1.67,5.25,22416.67,21637.51
2019-12-18,7.18,31.53,1.78,4.13,22179.17,21381.18
2019-12-19,3.63,35.74,1.26,5.42,22158.33,21302.85
2019-12-20,7.02,31.03,2.56,3.29,21812.5,20592.4
2019-12-21,7.45,32.61,1.91,6.75,19670.83,19001.99
2019-12-22,5.34,36.7,1.2,7.25,18241.67,17618.36
2019-12-23,4.11,36.97,1.68,7.97,20416.67,19726.82
2019-12-24,3.92,35.75,2.28,7.58,16662.5,16570.52
2019-12-25,2.8,36.33,0.84,7.76,14431.42,14407.94
2019-12-26,2.37,35.9,2.08,7.67,14908.33,14523.68
2019-12-27,1.09,35.37,2.03,7.44,17781.25,17550.95
2019-12-28,-0.77,33.18,2.72,7.75,18041.67,17807.68
2019-12-29,-2.28,32.89,1.4,7.12,16333.33,16809.54
2019-12-30,-0.5,28.07,1.95,6.86,18670.83,18698.38
2019-12-31,2.96,29.85,3.41,5.98,17520.83,17145.64
2020-01-01,0.73,33.58,2.31,5.44,15183.33,14945.36
2020-01-02,-0.8,30.49,1.48,4.03,19112.29,19202.2
2020-01-03,-0.48,31.07,1.97,4.38,19533.58,20219.9
2020-01-04,1.9,33.8,3.08,7.55,18614.46,18827.38
2020-01-05,-0.54,32.94,2.66,5.52,16839.58,16887.53
2020-01-06,-2.12,34.82,1.27,6.58,16777.08,16990.38
2020-01-07,-1.96,33.62,1.08,4.34,21047.92,21145.86
2020-01-08,0.56,34.25,2.04,6.05,22239.58,21923.04
2020-01-09,2.96,37.15,1.64,7.69,22433.33,21917.31
2020-01-10,4.08,34.26,1.93,6.78,22350.0,21656.05
2020-01-11,3.59,35.3,2.2,7.71,20114.58,19506.52
2020-01-12,1.67,32.96,2.06,4.48,17966.67,17239.91
2020-01-13,2.14,33.75,1.83,6.85,21850.0,21301.31
2020-01-14,1.21,33.58,1.93,4.51,22258.33,21870.31
2020-01-15,2.57,28.98,2.05,3.17,22166.67,21763.86
2020-01-16,1.62,33.16,1.11,3.87,22366.67,21734.95
2020-01-17,0.3,35.2,1.66,4.85,22200.0,21910.97
2020-01-18,1.11,33.9,1.18,6.25,19741.67,19616.11
2020-01-19,0.76,36.69,0.81,7.49,17970.83,17355.0
2020-01-20,1.0,34.43,1.56,6.64,21979.17,21330.02
2020-01-21,0.49,30.48,2.47,3.27,22304.17,21921.11
2020-01-22,0.79,32.07,2.95,6.01,22462.5,22193.51
2020-01-23,-0.08,32.47,1.89,4.72,22562.5,22157.17
2020-01-24,-0.94,31.0,2.12,3.27,22537.5,22040.78
2020-01-25,-1.11,33.79,1.57,4.9,20137.5,19822.86
2020-01-26,-1.28,33.84,1.13,5.78,17116.67,17933.92
2020-01-27,0.04,32.84,0.98,5.01,21691.67,21426.88
2020-01-28,1.29,33.18,2.22,7.16,22337.5,22018.22
2020-01-29,1.66,30.8,3.01,6.83,22445.83,21956.06
2020-01-30,2.29,33.69,2.86,7.46,22604.17,21918.11
2020-01-31,4.88,34.7,2.94,7.41,22387.5,21574.99
2020-02-01,7.65,34.09,2.42,6.46,19785.42,18817.95
2020-02-02,6.04,31.18,3.4,6.61,17125.0,16852.4
2020-02-03,4.18,33.91,2.11,6.84,21587.5,20935.52
2020-02-04,2.77,35.39,1.87,7.61,22312.5,21619.01
2020-02-05,-0.59,31.3,2.71,4.43,22400.0,21649.86
2020-02-06,-0.39,34.6,2.72,7.13,22352.08,22087.62
2020-02-07,-0.68,32.6,1.43,4.56,22389.58,21682.66
2020-02-08,-2.1,29.68,1.27,2.02,19800.0,19364.65
2020-02-09,0.68,29.05,2.44,2.52,16816.67,17027.82
2020-02-10,4.9,29.95,4.52,6.92,21575.0,20912.26
2020-02-11,2.82,29.72,3.8,6.83,22283.33,21697.45
2020-02-12,1.82,27.76,3.94,6.46,22112.5,21749.11
2020-02-13,1.7,27.48,2.61,4.06,22120.83,21650.89
2020-02-14,1.93,33.66,1.4,7.05,22300.0,21808.2
2020-02-15,1.6,32.63,1.4,5.08,19350.0,19084.91
2020-02-16,4.79,26.79,2.95,6.08,16737.5,16788.25
2020-02-17,8.25,25.23,2.55,6.19,21135.42,20330.58
2020-02-18,5.32,31.4,2.53,6.03,21058.21,20976.63
2020-02-19,3.21,30.83,1.99,5.42,21770.83,21185.94
2020-02-20,2.25,33.71,1.55,5.68,21789.58,21243.4
2020-02-21,1.58,32.99,2.52,6.76,21645.83,21467.32
2020-02-22,3.32,29.39,3.13,5.74,19027.08,18790.73
2020-02-23,5.61,32.61,3.12,7.38,17247.92,16854.86
2020-02-24,3.31,32.66,3.1,6.43,20566.67,20611.39
2020-02-25,4.91,34.3,2.36,6.98,21620.83,21312.36
2020-02-26,4.01,34.17,1.92,6.92,21737.5,21288.98
2020-02-27,1.13,33.07,1.97,5.8,22058.33,21484.09
2020-02-28,0.38,34.54,1.66,6.36,21925.0,21414.64
2020-02-29,1.99,30.57,2.74,6.66,19337.5,18880.16
2020-03-01,5.09,31.36,2.13,6.33,17154.17,16642.79
2020-03-02,4.41,35.01,1.94,6.37,20941.67,20763.79
2020-03-03,5.99,32.97,1.97,7.18,21650.0,21312.81
2020-03-04,3.88,34.12,1.66,7.09,21420.83,21350.4
2020-03-05,1.92,31.62,1.3,3.03,21425.0,20958.75
2020-03-06,3.17,31.35,2.55,7.17,20950.0,21309.78
2020-03-07,4.32,34.22,1.82,7.06,18881.25,18932.14
2020-03-08,3.53,33.84,1.39,6.18,16795.83,16731.93
2020-03-09,2.68,31.77,1.04,4.51,20843.75,20520.75
2020-03-10,4.01,32.78,1.54,4.93,21112.5,20913.12
2020-03-11,7.03,32.6,3.25,5.63,21287.5,20709.02
2020-03-12,8.78,30.79,3.94,5.52,21045.83,20611.03
2020-03-13,5.4,27.51,2.56,4.89,21345.83,20626.14
2020-03-14,1.47,26.27,2.53,3.9,19164.58,18308.72
2020-03-15,-0.46,24.0,1.45,1.66,16450.0,16280.31
2020-03-16,3.86,19.67,2.46,3.33,19760.42,19606.78
2020-03-17,5.72,27.85,1.29,2.4,20004.17,19893.23
2020-03-18,8.04,28.3,1.49,3.71,20139.58,19502.52
2020-03-19,8.18,29.86,1.37,4.63,19900.0,19455.4
2020-03-20,6.79,31.06,0.97,6.85,19881.25,19493.14
2020-03-21,2.86,31.02,2.4,6.63,17983.33,17498.4
2020-03-22,-1.85,27.08,2.65,4.33,16006.25,15955.16
2020-03-23,-2.26,25.49,2.12,4.37,19320.83,19000.88
2020-03-24,-2.1,23.47,1.85,1.38,19631.25,19423.56
2020-03-25,-0.31,21.07,2.08,1.44,19639.58,19191.56
2020-03-26,3.51,21.59,1.98,4.23,19091.67,19081.29
2020-03-27,6.04,21.85,1.72,2.49,19333.33,18524.37
2020-03-28,6.1,24.42,1.1,2.52,16592.12,16434.78
2020-03-29,4.55,28.34,2.36,6.31,15578.26,15360.18
2020-03-30,-0.39,27.4,2.24,4.94,19204.17,18461.43
2020-03-31,-1.32,28.4,1.29,4.12,19566.67,19009.91
2020-04-01,0.4,27.28,2.02,3.06,19383.33,18641.12
2020-04-02,3.42,24.15,2.16,3.92,19220.83,18577.15
2020-04-03,4.76,22.84,2.74,4.22,19200.0,18380.01
2020-04-04,3.93,25.11,1.32,2.49,16491.67,16378.38
2020-04-05,4.77,23.0,1.25,1.08,15508.33,14829.91
2020-04-06,8.36,18.12,1.72,1.18,18329.17,17335.91
2020-04-07,9.93,18.78,1.45,1.12,18620.83,17514.61
2020-04-08,9.32,22.15,0.84,1.29,17970.83,17488.7
2020-04-09,10.27,20.29,2.02,2.31,17866.67,17199.56
2020-04-10,7.81,23.71,1.55,2.78,17072.92,17007.24
2020-04-11,6.18,22.57,1.1,1.39,14487.5,15205.29
2020-04-12,9.42,18.91,1.55,1.55,12079.17,12573.55
2020-04-13,9.66,24.65,2.93,6.08,12756.25,12798.13
2020-04-14,2.87,24.32,2.58,4.97,16008.33,16614.97
2020-04-15,5.0,24.73,2.95,5.63,16912.5,17961.39
2020-04-16,10.18,19.37,3.17,3.03,17327.08,17820.44
2020-04-17,8.43,22.77,1.89,3.52,17462.5,17592.29
2020-04-18,6.47,20.36,1.32,1.9,16152.08,15935.37
2020-04-19,5.72,21.53,1.86,3.57,14933.33,14554.9
2020-04-20,5.43,23.6,1.54,1.71,17633.33,17457.57
2020-04-21,6.69,22.16,1.82,1.72,18312.5,17919.51
2020-04-22,7.74,23.48,1.31,2.21,17581.25,17927.44
2020-04-23,9.41,23.2,1.16,1.5,17977.08,17840.32
2020-04-24,11.26,20.58,1.62,4.25,17491.67,17584.52
2020-04-25,9.67,25.21,2.83,6.29,16258.33,15907.08
2020-04-26,7.7,23.96,1.31,5.22,15056.25,14678.67
2020-04-27,10.26,20.96,1.13,2.61,17704.17,17355.73
2020-04-28,12.93,20.63,1.74,3.48,18170.83,17860.18
2020-04-29,12.11,28.36,1.88,6.04,18037.5,17781.33
2020-04-30,11.28,30.87,1.5,5.11,17839.83,17152.48
2020-05-01,10.81,31.3,1.73,6.64,14885.42,14437.3
2020-05-02,10.28,30.92,1.52,5.44,14585.42,14123.21
2020-05-03,8.5,31.27,2.05,6.45,13979.17,13451.67
2020-05-04,9.26,28.6,1.1,5.11,17512.62,16925.29
2020-05-05,7.22,31.26,1.86,6.19,18195.25,17878.81
2020-05-06,6.48,32.08,3.39,7.07,17853.71,18164.61
2020-05-07,8.12,26.47,2.59,4.37,17675.0,18045.22
2020-05-08,10.61,25.05,1.41,2.61,18550.0,17567.06
2020-05-09,12.28,23.16,1.17,2.55,15552.08,15605.96
2020-05-10,14.71,22.69,1.64,4.92,14162.5,14056.18
2020-05-11,15.28,25.71,2.67,5.29,17675.0,17599.82
2020-05-12,6.04,28.07,2.34,5.66,18277.08,18282.13
2020-05-13,6.25,26.32,1.66,6.08,18512.5,18335.53
2020-05-14,7.41,31.2,1.29,6.1,18583.33,18263.74
2020-05-15,6.63,29.46,1.15,5.94,18683.33,17844.73
2020-05-16,9.39,25.5,2.09,3.92,15641.67,15783.52
2020-05-17,10.45,25.66,2.06,4.75,14477.08,14136.63
2020-05-18,12.14,25.99,2.15,4.16,18125.0,17574.44
2020-05-19,14.06,27.34,2.27,4.95,18533.33,18326.66
2020-05-20,11.41,25.09,2.12,3.52,18391.67,18245.63
2020-05-21,8.96,21.61,2.32,2.75,18679.17,18058.16
2020-05-22,9.0,21.13,1.81,3.41,17736.71,17721.82
2020-05-23,10.9,24.93,1.09,6.68,15818.75,15823.4
2020-05-24,11.13,30.87,2.61,6.52,14393.75,14312.59
2020-05-25,10.26,32.94,1.51,6.69,18029.17,17817.14
2020-05-26,11.0,32.16,1.74,6.19,18375.0,18315.94
2020-05-27,12.33,29.34,1.57,5.38,18366.67,18205.42
2020-05-28,12.37,28.47,1.77,5.85,18416.67,18069.95
2020-05-29,11.77,26.47,2.34,5.09,18466.67,17569.87
2020-05-30,10.0,29.8,2.58,7.06,15795.83,15750.72
2020-05-31,11.97,30.74,2.51,6.48,14658.33,14136.9
2020-06-01,13.24,23.32,2.48,3.63,17837.5,17391.43
2020-06-02,11.89,26.51,1.9,4.92,17995.83,18145.61
2020-06-03,11.7,28.25,1.29,4.27,17979.17,18313.65
2020-06-04,13.49,26.82,1.49,4.39,18429.17,18249.03
2020-06-05,15.29,30.15,2.32,7.1,18120.83,18265.77
2020-06-06,16.73,25.32,2.11,3.65,16079.17,15942.18
2020-06-07,18.01,29.25,1.33,6.01,14100.0,14327.06
2020-06-08,16.07,33.3,1.55,7.05,17881.25,17847.05
2020-06-09,14.36,33.59,1.43,6.98,18579.17,18354.86
2020-06-10,15.96,33.43,1.14,7.15,18425.0,18255.67
2020-06-11,17.86,32.74,1.01,6.16,14337.5,14314.74
2020-06-12,20.2,30.53,1.23,4.36,16166.67,16131.61
2020-06-13,21.47,28.87,1.89,3.59,15816.67,15773.5
2020-06-14,17.61,30.39,2.08,6.01,14283.33,14040.62
2020-06-15,15.73,30.25,1.11,6.05,17837.5,17862.4
2020-06-16,16.45,29.84,1.16,6.08,18600.0,18719.58
2020-06-17,18.42,30.46,1.44,6.14,18625.0,19101.0
2020-06-18,18.74,32.83,1.11,6.56,18814.58,19168.2
2020-06-19,18.0,33.1,1.24,6.89,18935.42,18979.71
2020-06-20,17.66,34.77,1.03,7.44,16227.08,16787.2
2020-06-21,17.59,33.39,1.64,7.43,14708.33,14766.42
2020-06-22,17.75,34.56,2.09,7.04,18779.17,18366.57
2020-06-23,16.29,31.41,2.13,5.66,19045.83,18778.67
2020-06-24,16.54,32.59,1.67,6.41,19183.33,18866.47
2020-06-25,19.28,29.7,1.56,4.76,19127.08,19008.89
2020-06-26,19.94,28.88,2.01,5.12,19402.08,18825.04
2020-06-27,20.57,28.84,1.66,4.73,16864.58,16682.97
2020-06-28,21.66,28.21,1.49,3.67,14760.42,15276.25
2020-06-29,19.23,32.33,1.36,5.93,18725.0,18707.61
2020-06-30,18.14,26.41,2.19,3.34,19212.5,18622.63
2020-07-01,20.36,24.67,1.84,2.74,19400.0,18970.93
2020-07-02,19.94,31.39,1.44,6.07,19262.5,19268.66
2020-07-03,18.5,32.32,1.25,6.27,19135.42,19004.9
2020-07-04,18.95,27.24,1.28,3.45,16939.58,16481.96
2020-07-05,20.71,25.75,1.56,3.21,15075.0,14656.5
2020-07-06,19.8,28.06,1.92,4.44,18741.67,18523.94
2020-07-07,14.41,27.71,2.03,5.33,19216.67,18449.75
2020-07-08,13.43,29.3,1.65,6.34,19216.67,18477.11
2020-07-09,15.64,30.5,1.08,6.24,19041.67,18616.57
2020-07-10,21.02,26.97,2.15,3.84,19104.17,18965.4
2020-07-11,16.21,31.34,1.91,6.62,16525.0,16448.18
2020-07-12,13.52,29.69,1.53,5.26,14970.83,14240.49
2020-07-13,13.38,29.96,1.29,6.38,17951.54,17829.77
2020-07-14,15.35,27.0,0.88,2.97,18933.33,18649.34
2020-07-15,17.03,25.88,0.88,3.56,19070.83,18810.86
2020-07-16,15.65,32.38,1.25,6.57,18983.33,18739.68
2020-07-17,15.26,32.12,0.98,6.34,19008.33,18463.4
2020-07-18,18.06,29.94,1.26,5.43,16612.5,16533.63
2020-07-19,19.15,29.28,1.14,5.11,14812.5,14629.71
2020-07-20,18.84,29.75,1.23,5.01,18712.5,18398.62
2020-07-21,17.26,29.34,1.68,4.38,19029.17,18636.16
2020-07-22,16.09,25.47,1.51,3.31,18808.33,18545.63
2020-07-23,15.44,27.03,1.09,5.21,18954.17,18576.86
2020-07-24,17.25,25.88,1.19,4.4,18775.0,18638.27
2020-07-25,18.82,26.63,1.24,4.13,16612.5,16665.85
2020-07-26,19.42,26.52,1.08,4.45,14966.67,14686.16
2020-07-27,19.37,29.71,0.9,5.05,18516.67,18392.43
2020-07-28,21.54,26.34,1.75,3.56,19187.5,19203.17
2020-07-29,20.57,27.61,1.67,4.22,19037.5,19035.84
2020-07-30,18.34,24.18,1.7,2.53,18925.0,18723.93
2020-07-31,16.98,26.16,1.76,3.71,18835.42,18354.0
2020-08-01,16.45,28.24,1.38,2.76,16787.5,16450.48
2020-08-02,17.55,26.19,0.94,3.86,14856.25,14565.44
2020-08-03,18.41,28.7,1.16,5.97,18418.75,18287.56
2020-08-04,17.67,33.11,1.63,7.19,19045.83,18641.92
2020-08-05,16.75,31.78,1.27,5.75,19220.83,18484.83
2020-08-06,19.65,27.7,1.31,3.06,19275.0,18678.7
2020-08-07,21.64,26.47,1.23,2.39,19170.83,19101.53
2020-08-08,22.19,26.19,1.01,1.88,17427.08,17263.89
2020-08-09,21.82,27.81,1.14,2.88,15266.67,15486.92
2020-08-10,21.04,27.93,1.25,3.09,19283.33,19066.73
2020-08-11,20.23,27.63,1.28,3.12,19700.0,19419.82
2020-08-12,18.37,25.69,1.17,1.34,19629.17,19105.26
2020-08-13,18.47,24.85,0.9,2.08,19812.5,19226.8
2020-08-14,19.28,24.83,1.11,3.69,19120.83,18668.77
2020-08-15,19.51,24.9,1.36,3.66,15225.0,15275.51
2020-08-16,18.9,24.81,1.29,3.2,14941.67,14581.34
2020-08-17,19.67,28.48,1.33,5.17,19339.58,18739.12
2020-08-18,18.69,33.26,1.01,6.86,19647.92,19576.15
2020-08-19,17.99,34.05,1.27,6.7,19393.75,19503.91
2020-08-20,18.74,30.93,1.23,3.7,19610.42,19692.51
2020-08-21,20.24,26.9,1.01,2.14,19658.33,19786.69
2020-08-22,21.48,28.04,1.38,3.89,17429.17,17729.69
2020-08-23,18.96,33.22,1.12,6.44,15787.5,15121.91
2020-08-24,17.19,29.86,1.35,4.83,19012.5,18620.41
2020-08-25,16.11,30.07,1.51,4.55,19675.0,19098.77
2020-08-26,16.63,28.88,2.42,5.39,19883.33,19168.84
2020-08-27,16.21,30.19,2.98,6.57,19908.33,19285.67
2020-08-28,15.17,30.56,1.42,4.06,19433.33,18993.94
2020-08-29,18.22,30.88,1.56,5.31,17708.33,16908.83
2020-08-30,19.37,31.09,1.87,4.93,15637.5,15257.99
2020-08-31,16.93,32.09,2.15,5.85,19295.83,18627.21
2020-09-01,13.32,36.26,1.68,7.43,20012.5,19154.87
2020-09-02,13.33,35.23,1.39,6.61,19791.67,19261.93
2020-09-03,13.52,32.1,1.31,4.61,19741.67,18969.38
2020-09-04,14.77,32.06,1.3,5.12,19737.5,19218.65
2020-09-05,17.42,32.99,1.24,4.66,17235.42,17059.31
2020-09-06,14.98,34.69,1.12,6.6,15333.33,14853.82
2020-09-07,12.57,34.72,1.05,6.16,19216.67,18474.54
2020-09-08,12.72,30.7,1.76,4.0,19577.08,18959.76
2020-09-09,15.61,30.64,1.58,2.94,19504.17,19275.66
2020-09-10,14.56,31.78,1.63,4.94,19558.33,19241.43
2020-09-11,12.73,31.79,0.8,3.14,19750.0,19194.52
2020-09-12,14.93,31.32,0.97,2.51,17600.0,17088.15
2020-09-13,15.93,31.53,1.3,3.99,15016.67,14974.42
2020-09-14,16.66,31.82,0.98,2.03,18970.83,19204.33
2020-09-15,17.43,31.74,0.91,2.24,19733.33,19945.84
2020-09-16,18.42,31.16,1.22,3.42,20187.5,20099.22
2020-09-17,14.49,31.12,2.0,5.64,19987.5,19724.5
2020-09-18,9.11,31.1,1.24,2.05,19858.33,19405.28
2020-09-19,9.92,31.46,0.77,3.08,17420.83,17229.8
2020-09-20,11.45,31.7,0.86,3.65,15222.92,15128.91
2020-09-21,12.3,31.29,0.77,1.74,19175.0,19131.05
2020-09-22,14.12,30.36,1.09,1.83,20095.83,19976.88
2020-09-23,15.44,30.17,1.29,3.07,20125.0,20069.67
2020-09-24,16.0,32.53,1.19,4.98,20522.92,20118.57
2020-09-25,15.55,33.28,1.99,6.16,20270.83,20117.9
2020-09-26,14.86,34.03,2.4,7.5,17679.17,17936.58
2020-09-27,10.45,34.09,1.87,6.55,16083.33,15870.0
2020-09-28,9.43,34.29,1.33,6.26,19870.83,19547.57
2020-09-29,11.63,35.86,1.28,7.45,20429.17,20439.71
2020-09-30,11.68,36.77,1.92,7.43,20525.0,20245.67
2020-10-01,11.67,36.56,1.08,7.75,20733.33,20527.71
2020-10-02,12.65,36.0,1.77,7.04,20433.33,20425.67
2020-10-03,16.14,30.52,2.98,5.4,18433.33,17702.85
2020-10-04,15.62,30.72,2.46,4.25,15900.0,15808.31
2020-10-05,12.73,31.84,1.75,4.93,19608.33,19512.12
2020-10-06,11.59,31.18,1.39,3.76,20625.0,20139.19
2020-10-07,11.2,32.74,0.99,6.15,20537.5,20415.39
2020-10-08,10.11,35.68,1.31,6.17,20670.83,20498.29
2020-10-09,10.65,34.74,1.12,5.57,20579.17,20485.94
2020-10-10,11.56,34.88,0.94,6.86,18031.25,18231.03
2020-10-11,8.89,35.97,1.09,6.81,16052.08,16320.66
2020-10-12,6.97,37.14,1.25,7.55,20097.92,20399.89
2020-10-13,5.78,37.66,1.65,7.91,20950.0,21235.07
2020-10-14,6.62,35.74,2.32,7.66,21116.67,21222.54
2020-10-15,6.79,36.47,1.12,7.07,21354.17,21152.3
2020-10-16,6.04,37.08,1.06,7.66,21127.08,21171.65
2020-10-17,5.68,37.05,1.0,7.65,19054.17,18931.31
2020-10-18,5.79,34.83,2.25,7.06,16337.5,16828.8
2020-10-19,6.25,33.98,1.54,6.28,20741.67,20411.33
2020-10-20,5.86,33.26,1.7,4.1,21293.75,20787.8
2020-10-21,9.24,31.81,1.93,6.72,21166.67,20991.23
2020-10-22,11.59,30.66,1.78,3.65,21022.92,20748.52
2020-10-23,10.34,34.8,1.17,6.05,21014.58,20803.0
2020-10-24,10.8,35.97,1.36,5.85,18472.92,18579.63
2020-10-25,8.95,36.75,1.17,5.96,17004.0,16464.13
2020-10-26,10.81,34.76,2.03,5.66,20595.83,20156.21
2020-10-27,11.27,34.25,1.46,4.92,21175.0,20854.4
2020-10-28,8.88,35.11,1.22,4.69,20954.17,20865.06
2020-10-29,8.7,34.33,1.6,6.71,21320.83,21014.88
2020-10-30,7.06,35.11,1.34,6.98,20775.0,20997.58
2020-10-31,6.46,36.64,0.97,5.82,18400.0,18525.24
2020-11-01,5.58,36.16,1.18,5.74,15441.67,15982.01
2020-11-02,8.9,37.36,1.6,7.66,20437.5,20155.71
2020-11-03,11.34,36.54,0.91,7.15,21150.0,20900.25
2020-11-04,9.15,35.54,1.45,7.25,21233.33,20999.01
2020-11-05,4.95,35.59,1.85,4.79,21325.0,21076.85
2020-11-06,6.05,36.11,1.89,6.7,21262.5,21138.15
2020-11-07,6.95,36.97,1.19,5.57,18850.0,18915.72
2020-11-08,5.78,35.28,0.99,4.31,16633.33,16882.45
2020-11-09,4.46,36.3,0.96,6.22,20616.67,20649.58
2020-11-10,4.07,35.79,1.12,7.14,21433.33,21195.92
